"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"Second Machine translated sentence";"First machine translated sentence bleu score";"Second machine translated sentence bleu score"
"2057";"Pap infection test is also of two types .";"पैप इन्फेक्शन टेस्ट भी 2 तरह का होता है ।";"पैप इंफेक्शन टेस्ट भी दो तरह का होता है।";"पैप संक्रमण जांच भी दो प्रकार की होती है।";"20.900671";"5.073552"
"2058";"One , which is a simple test , with its positive medicine only the complication can be controlled .";"एक , जो साधारण परीक्षण है , इस के पोजिटिव दवा की सहायता से ही परेशानी पर काबू पाया जा सकता है ।";"एक , जो कि एक साधारण परीक्षण है , इसकी सकारात्मक दवा से ही जटिलता को नियंत्रित किया जा सकता है।";"एक , जो एक साधारण परीक्षण है , इसकी सकारात्मक दवा के साथ केवल जटिलता को नियंत्रित किया जा सकता है।";"18.606724";"17.518062"
"2059";"Second . hyper plasia ' is the second important test for pap infection .";"दूसरा , ’ हाइपर प्लेसिया ’ पैप इन्फेक्शन टेस्ट का दूसरा महत्वपूर्ण टेस्ट है ।";"दूसरा । हाइपर प्लासिया ' पैप संक्रमण के लिए दूसरा महत्वपूर्ण परीक्षण है।";"दूसरा। हाइपर प्लासिया पैप संक्रमण के लिए दूसरा महत्वपूर्ण परीक्षण है।";"6.971423";"6.196350"
"2060";"With ` hyper plasia ' pap infection test it can be found out if there is any cyst in the ovary or not .";"’ हाइपर प्लेसिया ’ पैप इन्फेक्शन टेस्ट की सहायता से यह पता चलता है कि अंडाशय में कोई सिस्ट तो नहीं है ।";"' हाइपर प्लासिया ' पैप इंफेक्शन टेस्ट से पता लगाया जा सकता है कि ओवरी में सिस्ट है या नहीं।";"` हाइपर प्लासिया ' पैप इंफेक्शन टेस्ट के साथ यह पता लगाया जा सकता है कि अंडाशय में कोई पुटी है या नहीं।";"4.928413";"19.850824"
"2061";"The doctors generally advise for ` hyper plasia ' test to women of 40 years .";"सामान्यतः डाक्टर 40 साल की महिलाओं को ’ हाइपर प्लेसिया ’ पैप इन्फेक्शन टेस्ट की सलाह देते हैं ।";"डॉक्टर आमतौर पर 40 साल की महिलाओं को ' हाइपर प्लासिया ' टेस्ट कराने की सलाह देते हैं।";"डाक्टर सामान्यतः 40 वर्ष की महिलाओं को ` हाइपर प्लासिया ' परीक्षण की सलाह देते हैं।";"26.896742";"14.421623"
"2062";"The homeopathic doctor Minu Mehta says that women should get hyper plasia test done right after the age of 30 years .";"होमियोपैथी डाक्टर मीनू मेहता का कहना है कि हाइपर प्लेसिया का टेस्ट महिलाओं को 30 साल की आयु के बाद से ही कराना चाहिए ।";"होम्योपैथिक डॉक्टर मीनू मेहता का कहना है कि महिलाओं को 30 साल की उम्र के ठीक बाद हाइपरप्लासिया टेस्ट करवाना चाहिए।";"होम्योपैथिक डॉक्टर मिनू मेहता का कहना है कि महिलाओं को 30 साल की उम्र के बाद हाइपर प्लासिया टेस्ट करवाना चाहिए।";"34.599358";"31.485010"
"2063";"Though if pap test is done continuously every year right after establishing sex relationship then protection can be obtained from dangerous diseases like cervical cancer .";"वैसे पैप टेस्ट यदि सेक्स संबंध स्थापित होने के बाद से ही लगातार हर साल कराया जाए तो सरवाइकल कैंसर जैसे भयानक रोगों से सुरक्षा मिल सकती है ।";"हालांकि अगर हर साल सेक्स संबंध स्थापित करने के ठीक बाद लगातार पैप टेस्ट किया जाए तो सर्वाइकल कैंसर जैसी खतरनाक बीमारियों से सुरक्षा मिल सकती है।";"यद्यपि यौन संबंध स्थापित करने के बाद हर साल लगातार पैप परीक्षण किया जाता है , तो सर्वाइकल कैंसर जैसी खतरनाक बीमारियों से सुरक्षा प्राप्त की जा सकती है।";"16.382229";"5.919721"
"2064";"Liquid pap test is done for this .";"इस के लिए लिक्विड बेस पैप टेस्ट कराया जाता है ।";"इसके लिए लिक्विड पैप टेस्ट किया जाता है।";"इसके लिए तरल पैप परीक्षण किया जाता है।";"11.351147";"4.995139"
"2065";"Breast cancer is engulfing Indian women very fast .";"स्तन कैंसर भारतीय महिलाओं को बहुत तेजी से घेर रहा है ।";"भारतीय महिलाओं को ब्रेस्ट कैंसर बहुत तेजी से अपनी चपेट में ले रहा है।";"ब्रेस्ट कैंसर भारतीय महिलाओं को बहुत तेजी से बढ़ा रहा है।";"19.104082";"53.877222"
"2066";"According to a recent survey maximum women become the victims of cancer because they do not take their health seriously right from the beginning and considering slight tumors etc as normal , ignore it .";"हाल ही में हुए एक सर्वे के अनुसार अधिकतर महिलाएँ कैंसर की शिकार इसलिए होती हैं , क्योंकि वे शुरुआत में ही अपने स्वास्थ्य को गंभीरता से नहीं लेतीं और हलकी गाँठ आदि को सामान्य मान कर उसे नजरअंदाज कर देती है ।";"हाल ही में हुए एक सर्वेक्षण के अनुसार ज्यादातर महिलाएं कैंसर का शिकार हो जाती हैं क्योंकि वे शुरू से ही अपने स्वास्थ्य को गंभीरता से नहीं लेती हैं और मामूली ट्यूमर आदि को सामान्य मानकर इसे नजरअंदाज कर देती हैं।";"हाल के एक सर्वेक्षण के अनुसार अधिकतम महिलाएं कैंसर की शिकार हो जाती हैं क्योंकि वे शुरू से ही अपने स्वास्थ्य को गंभीरता से नहीं लेती हैं और मामूली ट्यूमर आदि को सामान्य मानती हैं , इसे अनदेखा करें।";"30.318174";"22.777176"
"2067";"According to Dr Pankaj Kumar of Rajiv Gandhi Cancer Hospital , women should include mammography as well in their regular health check up .";"राजीव गांधी कैंसर अस्पताल मे डाक्टर पंकज कुमार के अनुसार , महिलाओं को अपनी नियमित स्वास्थ्य जाँच में मैमोग्राफी को शामिल करना चाहिए ।";"राजीव गांधी कैंसर अस्पताल के डॉ पंकज कुमार के मुताबिक महिलाओं को अपने नियमित स्वास्थ्य जांच में मैमोग्राफी भी शामिल करनी चाहिए।";"राजीव गांधी कैंसर अस्पताल के डॉ . पंकज कुमार के अनुसार , महिलाओं को अपने नियमित स्वास्थ्य जांच में मैमोग्राफी के साथ - साथ मैमोग्राफी भी शामिल करनी चाहिए।";"19.098405";"32.241994"
"2068";"Women of 20-29 years should get mammography done once every third year .";"20 - 29 साल की महिलाओं को हर तीसरे साल में एक बार मैमोग्राफी करानी चाहिए ।";"20 - 29 साल की महिलाओं को हर तीसरे साल में एक बार मैमोग्राफी करवानी चाहिए।";"20 - 29 वर्ष की महिलाओं को हर तीसरे वर्ष में एक बार मैमोग्राफी करवानी चाहिए।";"80.899766";"43.147934"
"2069";"Not just this , together with this one should also do BSF or breast self exam .";"इतना ही नहीं , इस के साथ ही बीएसएफ यानी ब्रेस्ट सेल्फ एग्जाम भी करना चाहिए ।";"इतना ही नहीं , इसके साथ ही बीएसएफ या ब्रेस्ट सेल्फ टेस्ट भी करना चाहिए।";"इतना ही नहीं , इसके साथ बीएसएफ या स्तन सेल्फ एग्जाम भी करना चाहिए।";"25.360691";"30.344912"
"2070";"Breast Self Exam should be started right after the age of 20 years .";"ब्रेस्ट सेल्फ एग्जाम 20 साल की आयु के बाद से ही शुरु कर देना चाहिए ।";"ब्रेस्ट सेल्फ टेस्ट 20 साल की उम्र के ठीक बाद शुरू किया जाना चाहिए।";"20 साल की उम्र के बाद स्तन सेल्फ एग्जाम शुरू किया जाना चाहिए।";"12.534122";"13.417787"
"2071";"Normally , doing BSF may keep you vigilant for breast cancer , but you must certainly get mammography done on having any node , unwanted pain or any type of secretion .";"सामान्यतः बीएसएफ करना भी आप को ब्रेस्ट कैंसर के लिए सचेत रख सकता है , लेकिन स्तन में किसी गिल्टी , अनचाहे दर्द या किसी भी प्रकार का रिसाव होने पर मैमोग्राफी जरूर कराएँ ।";"आम तौर पर , बीएसएफ करने से आप स्तन कैंसर के प्रति सतर्क रह सकते हैं , लेकिन किसी भी नोड , अवांछित दर्द या किसी भी प्रकार के स्राव होने पर आपको मैमोग्राफी जरूर करवानी चाहिए।";"आम तौर पर , बीएसएफ करना आपको स्तन कैंसर के लिए सतर्क रख सकता है , लेकिन आपको निश्चित रूप से किसी भी नोड , अवांछित दर्द या किसी भी प्रकार के स्राव होने पर मैमोग्राफी प्राप्त करनी चाहिए।";"15.487664";"26.094014"
"2072";"The hormonal changes start happening after the age of 30 years because of which the size of the ovary starts increasing or else there is a persisting fear of the formation of cyst in it .";"30 साल के बाद महिलाओं में हारमोन बदलाव होने लगते हैं , जिस से अंडाशय का आकार बढ़ना या फिर उस में सिस्ट यानी गाँठ बनने का डर रहता है ।";"हार्मोन में बदलाव 30 साल की उम्र के बाद होने लगते हैं जिसकी वजह से ओवरी का आकार बढ़ने लगता है या फिर उसमें सिस्ट बनने का डर बना रहता है।";"हार्मोनल परिवर्तन 30 साल की उम्र के बाद होने लगते हैं , जिसके कारण अंडाशय का आकार बढ़ने लगता है या फिर उसमें पुटी के गठन का डर बना रहता है।";"12.064803";"15.701583"
"2073";"Thus , getting ultrasound done every year is very important .";"इसलिए हर साल अल्ट्रासाउंड कराना बहुत जरूरी है ।";"इसलिए हर साल अल्ट्रासाउंड करवाना बहुत जरूरी है।";"इस प्रकार , हर साल अल्ट्रासाउंड करवाना बहुत महत्वपूर्ण है।";"36.282414";"16.784460"
"2074";"The treatment of any disease occurring due to cyst or hormonal changes can be started immediately by this , on being diagnosed at the right time .";"इस से किसी सिस्ट या फिर हारमोनल बदलाव से होने वाली बीमारी को सही समय पर पहचान कर उस का तुरंत इलाज शुरु किया जा सकता है ।";"सिस्ट या हार्मोनल परिवर्तन के कारण होने वाली किसी भी बीमारी का इलाज सही समय पर निदान होने पर तुरंत शुरू किया जा सकता है।";"पुटी या हार्मोनल परिवर्तनों के कारण होने वाली किसी भी बीमारी का उपचार तुरंत इस से शुरू किया जा सकता है , सही समय पर निदान किया जा रहा है।";"11.637772";"15.034000"
"2075";"After an ultrasound if cyst is found in the ovary then immediately get its biopsy test done .";"एक बार अल्ट्रासाउंड के बाद यदि अंडाशय में सिस्ट पाई जाती है , तो तुरंत उस का बायोप्सी टेस्ट कराएँ ।";"अल्ट्रासाउंड के बाद अगर ओवरी में सिस्ट पाया जाता है तो तुरंत उसका बायोप्सी टेस्ट कराएं।";"एक अल्ट्रासाउंड के बाद यदि अंडाशय में पुटी पाया जाता है तो तुरंत इसकी बायोप्सी परीक्षण किया जाता है।";"11.316114";"27.341185"
"2076";"With the help of injection some sample of the liquid material of cyst are taken in this test .";"इस टेस्ट में इंजेक्शन की सहायता से सिस्ट के तरल पदार्थ से कुछ सेंपल लिए जाते हैं ।";"इस परीक्षण में इंजेक्शन की मदद से सिस्ट के तरल पदार्थ के कुछ नमूने लिए जाते हैं।";"इंजेक्शन की मदद से पुटी के तरल पदार्थ का कुछ नमूना इस परीक्षण में लिया जाता है।";"31.052640";"11.690677"
"2077";"After its the test it becomes clear whether that tumor is cancerous or not .";"जिन की जाँच के बाद यह पता चल जाता है कि वह गाँठ कैंसर की है या नहीं ।";"इसके परीक्षण के बाद यह स्पष्ट हो जाता है कि ट्यूमर कैंसर है या नहीं।";"परीक्षण के बाद यह स्पष्ट हो जाता है कि ट्यूमर कैंसर है या नहीं।";"14.745357";"14.555818"
"2078";"Though biopsy test is a part of your regular checkups , but still on getting cyst or node because of hormonal changes , pain in the lower abdomen , sudden growth of hair on face , increase in weight and irregularity in menstruation you must get this done .";"बायोप्सी टेस्ट कराना वैसे तो आप के नियमित जाँच का एक अंग ही है , लेकिन फिर भी हारमोनल बदलाव के कारण होने वाली सिस्ट या गिल्टी , पेट के निचले भाग में दर्द , चेहरे पर अचानक बालों का उगना , वजन बढ़ने और मासिकधर्म के अनियमित होने पर इसे जरूर कराएँ ।";"हालांकि बायोप्सी टेस्ट आपके नियमित चेकअप का एक हिस्सा है , लेकिन फिर भी हार्मोनल परिवर्तन , पेट के निचले हिस्से में दर्द , चेहरे पर बालों का अचानक बढ़ना , वजन में वृद्धि और मासिक धर्म में अनियमितता के कारण सिस्ट या नोड होने पर आपको इसे अवश्य करवाना चाहिए।";"हालांकि बायोप्सी टेस्ट आपके नियमित चेकअप का एक हिस्सा है , लेकिन फिर भी हार्मोनल परिवर्तन , पेट के निचले हिस्से में दर्द , चेहरे पर बालों का अचानक बढ़ना , वजन में वृद्धि और मासिक धर्म में अनियमितता के कारण पुटी या नोड होने पर आपको यह करना होगा।";"23.473590";"22.752949"
"2079";"Often after crossing 40 women stop paying attention towards their health .";"अक्सर महिलाएँ 40 के पार होते ही अपने स्वास्थ्य की ओर ध्यान देना बंद कर देती हैं ।";"अक्सर 40 पार करने के बाद महिलाएं अपने स्वास्थ्य पर ध्यान देना बंद कर देती हैं।";"अक्सर 40 महिलाओं को पार करने के बाद उनके स्वास्थ्य की ओर ध्यान देना बंद कर देते हैं।";"26.017827";"36.615108"
"2080";"They feel that now they do not need any regular checkups , but this is not proper .";"उन्हें लगता है कि अब उन्हें किसी नियमित जाँच की जरूरत नहीं है , लेकिन यह उचित नहीं है ।";"उन्हें लगता है कि अब उन्हें किसी नियमित जांच की जरूरत नहीं है , लेकिन यह उचित नहीं है।";"उन्हें लगता है कि अब उन्हें किसी भी नियमित जांच की आवश्यकता नहीं है , लेकिन यह उचित नहीं है।";"75.069357";"60.286705"
"2081";"There are many such diseases after 40 which may take awful shape on not taking precaution .";"40 के पार ही कई ऐसे रोग हैं , जो एहतियात न बरतने पर भयंकर रूप ले सकते हैं ।";"40 के बाद कई ऐसी बीमारियां होती हैं जो एहतियात न बरतने पर भयानक रूप ले लेती हैं।";"40 के बाद ऐसी कई बीमारियां हैं जो एहतियात न लेने पर भयानक आकार ले सकती हैं।";"24.248545";"10.393126"
"2082";"The FSH test must be done at that time when menopause is about to start or has already started .";"एफएसएच टेस्ट उस समय कराना चाहिए जब आप का मेनोपाज आने वाला हो या फिर आ चुका हो ।";"एफएसएच परीक्षण उस समय किया जाना चाहिए जब रजोनिवृत्ति शुरू होने वाली हो या पहले ही शुरू हो चुकी हो।";"fsh परीक्षण उस समय किया जाना चाहिए जब रजोनिवृत्ति शुरू होने वाली है या पहले ही शुरू हो चुकी है।";"7.126956";"5.993031"
"2083";"In FSH test one can be saved from the diseases happening at the time of or after menopause .";"एफएसएच टेस्ट से मेनोपाज के समय या बाद में होने वाली बीमारियों से बचा जा सकता है ।";"एफएसएच टेस्ट में मेनोपॉज के समय या उसके बाद होने वाली बीमारियों से बचा जा सकता है।";"एफएसएच परीक्षण में रजोनिवृत्ति के समय या बाद में होने वाली बीमारियों से बचाया जा सकता है।";"45.227404";"50.052351"
"2084";"Pelvic exam test must be done annually .";"पेल्विक एग्जाम टेस्ट सालाना कराना चाहिए ।";"पेल्विक परीक्षा का परीक्षण सालाना किया जाना चाहिए।";"पेल्विक टेस्ट हर साल होना चाहिए।";"6.567275";"8.170610"
"2085";"With the help of pelvic exam test any changes occurring in uterus , reproductive organs , bladder etc can become known .";"पेल्विक एग्जाम टेस्ट की सहायता से यूटरस , जननांग , बच्चेदानी , ब्लैडर आदि में होने वाले बदलावों का पता चलता है ।";"पैल्विक परीक्षा परीक्षण की मदद से गर्भाशय , प्रजनन अंगों , मूत्राशय आदि में होने वाले किसी भी परिवर्तन का पता लगाया जा सकता है।";"श्रोणि परीक्षा की मदद से गर्भाशय , प्रजनन अंगों , मूत्राशय आदि में होने वाले किसी भी परिवर्तन का परीक्षण किया जा सकता है।";"12.740810";"12.062940"
"2086";"If any kind of unusual change is happening in these then it can be known through pelvic exam test .";"यदि इन में किसी प्रकार का असामान्य बदलाव हो रहा है तो वह पेल्विक एग्जाम टेस्ट के द्वारा पता चल जाता है ।";"अगर इनमें किसी तरह का असामान्य बदलाव हो रहा है तो इसका पता पेल्विक टेस्ट के जरिए लगाया जा सकता है।";"यदि इनमें किसी भी प्रकार का असामान्य परिवर्तन हो रहा है तो यह श्रोणि परीक्षा परीक्षण के माध्यम से जाना जा सकता है।";"29.898341";"16.299447"
"2087";"One 's cholesterol must be checked regularly after attaining 45 years .";"45 साल के होते ही अपने कोलेस्टरोल की नियमित जाँच करानी चाहिए ।";"45 साल की उम्र के बाद नियमित रूप से कोलेस्ट्रॉल की जांच करानी चाहिए।";"45 वर्ष के बाद नियमित रूप से कोलेस्ट्रॉल की जांच की जानी चाहिए।";"7.474876";"4.368584"
"2088";"If you are less than 45 years and you smoke then you take the advice of your doctor regarding this as to when you should get your cholesterol test done .";"अगर आप की आयु 45 साल से कम है और आप धूम्रपान करती हैं , तो इस बारे में अपने डाक्टर से सलाह लें कि आप को कब - कब अपना कोलेस्टरोल टेस्ट कराना चाहिए ।";"अगर आपकी उम्र 45 साल से कम है और आप धूम्रपान करते हैं तो आप इस बारे में अपने डॉक्टर से सलाह लें कि आपको अपना कोलेस्ट्रॉल टेस्ट कब करवाना चाहिए।";"यदि आप 45 वर्ष से कम उम्र के हैं और आप धूम्रपान करते हैं तो आप इस बारे में अपने डॉक्टर की सलाह लेते हैं कि आपको अपना कोलेस्ट्रॉल परीक्षण कब करना चाहिए।";"34.724425";"12.473505"
"2089";"Not just this , if you have obesity or the disease of fatness then you should get the cholesterol test done after 40 .";"इतना ही नहीं , अगर आप को ओबेसिटी यानी मोटापे की बीमारी है तो आप को कोलेस्टरोल टेस्ट 40 के बाद से कराना चाहिए ।";"इतना ही नहीं अगर आपको मोटापा है या फिर मोटापे की बीमारी है तो आपको 40 के बाद कोलेस्ट्रॉल टेस्ट करवाना चाहिए।";"इतना ही नहीं , अगर आपको मोटापा या मोटापा की बीमारी है तो आपको 40 के बाद कोलेस्ट्रॉल परीक्षण करवाना चाहिए।";"24.206387";"28.192427"
"2090";"Maximum women in India give birth to children till the age of 30-35 years .";"भारत में अधिकतर महिलाएँ 30 से 35 साल की आयु तक बच्चे पैदा करती हैं ।";"भारत में अधिकतम महिलाएं 30 - 35 वर्ष की आयु तक बच्चों को जन्म देती हैं।";"भारत में अधिकतम महिलाएं 30 - 35 वर्ष की आयु तक बच्चों को जन्म देती हैं।";"12.451643";"12.451643"
"2091";"After delivery white discharge takes place from the body of women in very large quantity .";"डिलीवरी के बाद महिलाओं के शरीर से बहुत अधिक मात्रा में वाइट डिस्चार्ज होता है";"प्रसव के बाद महिलाओं के शरीर से बहुत अधिक मात्रा में सफेद स्राव होता है।";"प्रसव के बाद महिलाओं के शरीर से बहुत बड़ी मात्रा में सफेद निर्वहन होता है।";"64.138653";"45.466972"
"2092";"Because of this a lot of calcium comes out of their body and by becoming weak the bones break on slight injury occurs .";"इस कारण उन के शरीर से काफी मात्रा में कैल्सियम बाहर आता है और हड्डियाँ कमजोर हो कर हलकी चोट से ही टूट जाती हैं ।";"इससे उनके शरीर से काफी मात्रा में कैल्शियम निकल जाता है और कमजोर होने से हल्की चोट लगने पर हड्डियां टूट जाती हैं।";"इस वजह से बहुत सारा कैल्शियम उनके शरीर से निकलता है और कमजोर होने से हड्डियां थोड़ी चोट लगने पर टूट जाती हैं।";"18.636909";"5.688670"
"2093";"Although 60 years is the age for the test of osteoporosis , but keeping the health in mind get it done every year after second or third delivery .";"वैसे तो ओस्टियोपोरोसिस टेस्ट के लिए 60 साल की आयु होती है , लेकिन स्वास्थ्य को ध्यान में रखकर दूसरी या तीसरी डिलीवरी के बाद से ही इसे हर साल कराएँ ।";"वैसे तो ऑस्टियोपोरोसिस के टेस्ट के लिए उम्र 60 साल होती है , लेकिन सेहत को ध्यान में रखते हुए हर साल दूसरी या तीसरी डिलीवरी के बाद इसे करवाएं।";"हालांकि 60 साल ऑस्टियोपोरोसिस के परीक्षण के लिए उम्र है , लेकिन स्वास्थ्य को ध्यान में रखते हुए इसे हर साल दूसरे या तीसरे डिलीवरी के बाद किया जाता है।";"33.672785";"28.969415"
"2094";"Bone densitometry is also done for calcium .";"बोन डेंस्टियोमिस्ट्री टेस्ट भी कैल्सियम के लिए कराया जाता है ।";"कैल्शियम के लिए बोन डेंसिटोमेट्री भी की जाती है।";"कैल्शियम के लिए बोन डेंसिटोमेट्री भी किया जाता है।";"9.080028";"9.600960"
"2095";"By the bone densitometry test the quantity of calcium is found out .";"बोन डेंस्टियोमिस्ट्री टेस्ट से हड्डियों में कैल्सियम की मात्रा का पता चलता है ।";"बोन डेंसिटोमेट्री टेस्ट से कैल्शियम की मात्रा का पता चलता है।";"हड्डी के डेंसिटोमेट्री परीक्षण द्वारा कैल्शियम की मात्रा का पता लगाया जाता है।";"31.763443";"17.906727"
"2096";"After the age of 45 years the danger of colon cancer increases in women .";"45 साल की आयु के बाद महिलाओं में कोलोन कैंसर का खतरा बढ़ जाता है ।";"45 साल की उम्र के बाद महिलाओं में कोलन कैंसर का खतरा बढ़ जाता है।";"45 साल की उम्र के बाद महिलाओं में कोलन कैंसर का खतरा बढ़ जाता है।";"46.172685";"46.172685"
"2097";"Although the cases of colon cancer are seen less in India , but still regular checkups is important .";"वैसे भारत में कोलोन कैंसर के कम ही केस देखने को मिलते हैं , फिर भी नियमित जाँच करानी जरूरी है ।";"वैसे तो भारत में पेट के कैंसर के मामले कम देखे जाते हैं , लेकिन फिर भी नियमित जांच जरूरी है।";"हालांकि भारत में कोलन कैंसर के मामले कम देखे जाते हैं , लेकिन फिर भी नियमित जांच महत्वपूर्ण है।";"11.462538";"10.933606"
"2098";"Every year FOBT test should be done for colon cancer .";"कोलोन कैंसर के लिए हर साल एफओबीटी टेस्ट कराना चाहिए ।";"कोलन कैंसर के लिए हर साल एफओबीटी टेस्ट करवाना चाहिए।";"कोलन कैंसर के लिए हर साल fobt टेस्ट किया जाना चाहिए।";"57.813963";"36.720563"
"2099";"Sample of human fecus is taken in FOBT test .";"एफओबीटी टेस्ट में मानव मल का सैंपल लिया जाता है ।";"मानव मल का नमूना एफओबीटी परीक्षण में लिया जाता है।";"मानव fecus का नमूना fobt परीक्षण में लिया जाता है।";"19.331264";"9.548451"
"2100";"After the FOBT test it becomes clear if any type of blood etc . is coming in your stomach or not .";"एफओबीटी टेस्ट के बाद यह पता चल जाता है कि कहीं आप के स्टमक में किसी प्रकार का खून आदि तो नहीं आ रहा है ।";"एफओबीटी परीक्षण के बाद यह स्पष्ट हो जाता है कि किसी प्रकार का रक्त आदि है या नहीं। आपके पेट में आ रहा है या नहीं।";"एफओबीटी परीक्षण के बाद यह स्पष्ट हो जाता है कि किसी भी प्रकार का रक्त आदि आपके पेट में आ रहा है या नहीं।";"16.081987";"14.503862"
"2101";"Flexible sigmoendoscopy must be done once every five years .";"फ्लेक्सिबल सिग्मोइंडोस्कोपी हर 5 साल में एक बार करानी चाहिए ।";"लचीला सिग्मोएन्डोस्कोपी हर पांच साल में एक बार किया जाना चाहिए।";"लचीला सिग्मोएंडोस्कोपी हर पांच साल में एक बार किया जाना चाहिए।";"24.808415";"24.808415"
"2102";"By flexible sigmoendoscopy it becomes known whether there is any type of swelling or not in your liver , stomach or reproductive organs .";"फ्लेक्सिबल सिग्मोइंडोस्कोपी से यह पता चलता है कि आप के लिवर , पेट या जननांगों में किसी प्रकार की सूजन तो नहीं है ।";"फ्लेक्सिबल सिग्मोएन्डोस्कोपी से यह पता चल जाता है कि आपके लीवर , पेट या प्रजनन अंगों में किसी प्रकार की सूजन है या नहीं।";"लचीला sigmoendoscopy द्वारा यह ज्ञात हो जाता है सूजन के किसी भी प्रकार है या नहीं अपने जिगर , पेट या प्रजनन अंगों में है कि क्या .";"26.973554";"7.936881"
"2103";"Colonoscopy must be done once every 10 years .";"कोलोनोस्कोपी हर 10 साल में एक बार करानी चाहिए ।";"कोलोनोस्कोपी हर 10 साल में एक बार करानी चाहिए।";"कोलोनो स्कोपी हर 10 साल में एक बार किया जाना चाहिए .";"77.255059";"43.361891"
"2104";"That is , one at 40 then second at 50 years of age .";"यानी एक 40 साल तो दूसरी 50 साल की आयु में ।";"यानी एक 40 की उम्र में फिर दूसरा 50 साल की उम्र में।";"वह है , एक 40 पर फिर दूसरा 50 वर्ष की आयु में।";"20.098340";"9.238430"
"2105";"There are some more tests apart from this whose regular checkups is not essential but still get them done at some interval .";"इस के अलावा कुछ टेस्ट ऐसे भी हैं , जिन्हें नियमित कराने की जरूरत नहीं , फिर भी कुछ समय के अंतराल पर इन्हें कराती रहें ।";"इसके अलावा कुछ और भी टेस्ट हैं जिनकी नियमित जांच जरूरी नहीं है लेकिन फिर भी उन्हें कुछ अंतराल पर करवाते हैं।";"इसके अलावा कुछ और परीक्षण हैं जिनकी नियमित जांच आवश्यक नहीं है , लेकिन फिर भी उन्हें कुछ अंतराल पर किया जाता है।";"5.668830";"5.577975"
"2106";"These tests are - blood pressure , diabetes , depression and obesity -LRB- fatness -RRB- .";"ये टेस्ट हैं - ब्लड प्रेशर , डायबिटीज , डिप्रेशन और ओबेसिटी ( मोटापा ) ।";"ये परीक्षण हैं - रक्तचाप , मधुमेह , अवसाद और मोटापा - lrb - मोटापा - rrb - ।";"ये जांच हैं - रक़्तचाप , मधुमेह , अवनमन तथा मोटापा";"5.725999";"6.261486"
"2107";"Poiseuille in last century came to know of an important fact about the flow of any fluid in tubes .";"नलियों में किसी भी द्रव्य के बहाव के बारे मे एक महत्वपूर्ण तथ्य पिछ्ली शताब्दी में पोईस्यूल ने ज्ञात किया था ।";"पिछली शताब्दी में पॉइस्यूइल को ट्यूबों में किसी भी तरल पदार्थ के प्रवाह के बारे में एक महत्वपूर्ण तथ्य का पता चला।";"पिछली शताब्दी में पोइसुइले को ट्यूबों में किसी भी तरल पदार्थ के प्रवाह के बारे में एक महत्वपूर्ण तथ्य का पता चला।";"13.924499";"13.924499"
"2108";"If the radius of the tube is increased twice then the flow of water in it increases 8 times .";"नली के अर्धव्यास को अगर दुगुना कर दिया जाये , तो उसमें पानी का बहाव 8 गुना बढ़ जायेगा ।";"यदि नली की त्रिज्या को दो गुना बढ़ा दिया जाए तो उसमें पानी का प्रवाह 8 गुना बढ़ जाता है।";"यदि ट्यूब के त्रिज्या को दो बार बढ़ाया जाता है तो इसमें पानी का प्रवाह 8 गुना बढ़ जाता है।";"15.774546";"6.228497"
"2109";"Because of this reason by only making the radius of vessels in our body more and less our blood pressure and the supply of blood in any of the organs is skilfully controlled .";"इसी कारण हमारे शरीर की धमनियों की चौड़ाई को कम - ज्यादा करके ही हमारे रक् ‍ ताचाप व किसी भी अंग में रक् ‍ त की सप्लाई को बड़ी कुशलता से नियंत्रित किया जाता है ।";"इस कारण से केवल हमारे शरीर में वाहिकाओं की त्रिज्या को कम करके हमारे रक्तचाप और किसी भी अंग में रक्त की आपूर्ति को कुशलता से नियंत्रित किया जाता है।";"इस कारण से केवल हमारे शरीर में जहाजों की त्रिज्या को कम से कम हमारे रक्तचाप और किसी भी अंग में रक्त की आपूर्ति कुशलता से नियंत्रित होती है।";"19.789107";"11.635873"
